CUSTOMER_ID,CUSTOMER_NAME,POSTAL_CODE,STATE,CITY,ADDRESS_LINE1,ADDRESS_LINE2,AGE,EMPLOYMENT_STATUS,SOCIAL_CLASS,RISK_SEGMENTATION,MARITAL_STATUS,POLICY_NUMBER
A00006233,Dorthea Policare,99502,AK,Anchorage,8521 Crystal Street,,47,Y,MI,M,Y,PLC00002548
A00007686,Jason Garrison,6040,CT,Manchester,425 Middle Turnpike East,,33,Y,LI,L,Y,PLC00006208
A00003425,Roy Fitzgerald,72703,AR,Fayetteville,4079 North Sunflower Circle,,53,Y,HI,H,Y,PLC00009516
A00006531,Katherine Evans,31328,GA,Tybee Island,1217 Bay Street,#318-A,33,Y,HI,H,Y,PLC00006274
A00003836,Tony Gandara,32466,FL,Youngstown,10638 Happyville Road,,41,Y,MI,M,Y,PLC00009238
A00004599,James Charlton,32413,FL,Panama City Beach,505 Tarpon Street,,51,Y,HI,M,N,PLC00009051
A00006686,Willie Jenkins,40202,KY,Louisville,642 South 2nd Street,#608,58,Y,MI,M,Y,PLC00007983
A00004796,Robert Platt,73120,OK,The Village,2455 Manchester Drive,,53,Y,MI,H,Y,PLC00009810
A00006659,Carol Pearson,73170,OK,Oklahoma City,1313 Southwest 115th Place,,54,Y,LI,M,N,PLC00001896
A00009144,Rose Spellman,72704,AR,Fayetteville,3034 Mica Street,,46,Y,MI,L,Y,PLC00004007
A00006070,Theresa Anderson,80003,CO,Arvada,5073 West 65th Place,,27,Y,HI,L,N,PLC00002861
A00006003,Joseph Albertson,72701,AR,Fayetteville,600 West North Street,#D2,35,Y,LI,L,Y,PLC00009993
A00001205,Timothy Bryant,80003,CO,Arvada,7256 West 84th Way,#918,63,Y,HI,M,Y,PLC00001673
A00006259,Clyde Flores,73071,OK,Norman,2010 Rising Hill Drive,,40,Y,MI,M,N,PLC00001604
A00002901,Steve Sullivan,95014,CA,Cupertino,10202 Vista Drive,,43,Y,LI,M,Y,PLC00000852
A00009342,Linda Doiron,31404,GA,Savannah,1109 East 35th Street,,62,N,MI,M,N,PLC00006404
A00009387,Robert Smith,40207,KY,Louisville,900 Dupont Road,,37,Y,MI,M,Y,PLC00005056
A00005088,Gail Abnet,80011,CO,Aurora,19590 East Batavia Drive,,47,Y,MI,H,Y,PLC00006484
A00005400,James Warren,20003,DC,Washington,513 10th Street Southeast,,26,Y,LI,M,Y,PLC00007933
A00001241,Jill Chance,37211,TN,Nashville,355 Gillette Road,,49,Y,MI,L,Y,PLC00002616
A00008125,Melissa Ebling,37027,TN,Brentwood,5545 Saddlewood Lane,,35,Y,LI,M,Y,PLC00009535
A00001072,Ann Thomas,37211,TN,Nashville,347 Brewer Drive,,46,N,LI,H,Y,PLC00009184
A00009561,Julian Cacciatori,31419,GA,Savannah,21 Longview Bluff Drive East,,42,Y,MI,M,Y,PLC00000285
A00004735,Faith Mackinnon,73114,OK,Oklahoma City,604 Northwest 118th Street,,61,Y,HI,L,Y,PLC00001477
A00001388,Daniel Corona,40272,KY,Louisville,8709 Peeble Lane,,34,Y,MI,M,Y,PLC00007158
A00000944,Gerard Lang,32405,FL,Panama City,2538 East 40th Plaza,,64,Y,MI,L,Y,PLC00002523
A00000003,Peggy House,80011,CO,Aurora,1613 Ensenada Way,,25,Y,HI,M,N,PLC00001598
A00000363,Joshua Nevarez,85301,AZ,Glendale,6717 North 59th Avenue,,27,Y,HI,L,Y,PLC00001373
A00003369,Tim Hugo,36109,AL,Montgomery,707 Pinkston Street,,59,Y,LI,M,Y,PLC00000276
A00003399,Steven Patterson,1876,MA,Tewksbury,57 Birdie Lane,,27,Y,MI,L,Y,PLC00004249
A00004972,Katherine Pennel,72704,AR,Fayetteville,2917 Miramar Drive,,52,Y,MI,L,Y,PLC00000378
A00008284,Kevin Sowinski,99507,AK,Anchorage,4107 East 68th Avenue,APT D,32,Y,HI,L,N,PLC00006475
A00008727,Shirley Hall,21225,MD,Brooklyn Park,407 Bon Air Avenue,,43,N,MI,M,N,PLC00008470
A00008906,Jae Tran,40223,KY,Louisville,109 Cambridge Station Road,,29,Y,HI,M,Y,PLC00002219
A00002215,Steven Moneypenny,6340,CT,Groton,13 Riverview Avenue,,60,Y,MI,M,Y,PLC00003131
A00001585,Adrian Bullock,73118,OK,Oklahoma City,5209 North Dewey Avenue,,31,Y,HI,L,Y,PLC00002522
A00005317,Nancy Haynes,37211,TN,Nashville,2411 Alteras Drive,,54,Y,HI,M,N,PLC00009820
A00007874,Thomas Hoffmann,33614,FL,Tampa,9119 Whispering Willow Way,,47,Y,MI,M,Y,PLC00007801
A00000734,George Phillips,32466,FL,Youngstown,9827 Davenport Avenue,,41,Y,MI,L,Y,PLC00001148
A00002813,Terry Casas,20011,DC,Washington,534 Hamilton Street Northeast,,55,Y,LI,M,Y,PLC00003217
A00004116,Eugene Perry,85308,AZ,Glendale,5628 West Tonopah Drive,,39,Y,MI,M,Y,PLC00003947
A00002212,Anita Anderson,6040,CT,Manchester,56 Gardner Street,,27,Y,HI,L,Y,PLC00008828
A00004742,Arthur Thier,99669,AK,Soldotna,264 Crest Drive,,47,Y,MI,L,Y,PLC00002385
A00005190,Phyllis Finley,80002,CO,Arvada,5634 Kipling Parkway,#102,55,Y,MI,M,N,PLC00000420
A00001140,Susanne Clark,6040,CT,Manchester,180 Center Street,,60,Y,LI,L,Y,PLC00006382
A00008503,Patricia Holstein,94577,CA,San Leandro,1011 San Jose Street,,62,Y,MI,H,Y,PLC00004965
A00000958,Emily Janusz,31322,GA,Pooler,2170 Benton Boulevard,#2107,31,N,LI,M,Y,PLC00001102
A00004311,Joel Barks,1010,MA,Brimfield,61 Cubles Drive,,60,Y,HI,L,N,PLC00001323
A00001022,Mary Newell,20037,DC,Washington,1318 22nd Street Northwest,,44,Y,MI,M,Y,PLC00007058
A00003852,Angel Sicard,31407,GA,Port Wentworth,51 Bearing Circle,,30,Y,MI,M,N,PLC00007073
A00007810,Carrie Hales,36111,AL,Montgomery,3437 Sommerville Drive,,47,Y,MI,H,N,PLC00009215
A00005889,Alice Wiedemann,72703,AR,Fayetteville,1753 Zion Road,#E33,48,Y,HI,M,Y,PLC00003101
A00002035,Dorothy Pearse,94591,CA,Vallejo,637 Britannia Drive,,52,N,MI,L,Y,PLC00000867
A00001302,Max Conrad,2726,MA,Somerset,165 New Hampshire Avenue,,35,Y,MI,L,Y,PLC00008380
A00001530,John Choquette,72701,AR,Fayetteville,3115 Cherokee Drive,,33,N,HI,H,Y,PLC00002722
A00003115,Donald Kruger,94552,CA,Castro Valley,5725 Medallion Court,,35,Y,LI,L,N,PLC00000511
A00008244,William Andrews,6040,CT,Manchester,14 Huntington Street,,53,Y,HI,L,Y,PLC00002055
A00009066,Charles Williams,94552,CA,Castro Valley,5725 Medallion Court,,26,Y,LI,L,Y,PLC00004445
A00002739,Eric Ward,81006,CO,Pueblo,1637 Delphil Street,,57,Y,MI,H,N,PLC00006083
A00006264,Lesley Friel,1904,MA,Lynn,257 Broadway,,58,Y,MI,M,Y,PLC00009375
A00008867,Mary Evins,94546,CA,Castro Valley,2313 Vegas Avenue,,60,Y,HI,L,Y,PLC00004054
A00009569,David Russell,32444,FL,Lynn Haven,1501 New Hampshire Avenue,,62,Y,MI,L,N,PLC00003415
A00001836,Terrance Fabian,32405,FL,Panama City,2436 Naples Avenue,,44,Y,MI,L,N,PLC00009206
A00005255,Tiffany Mclaughlin,80003,CO,Arvada,6763 Depew Street,,27,Y,HI,L,Y,PLC00006262
A00002829,Erica Calkins,32413,FL,Panama City Beach,14854 Bay View Circle,,56,Y,LI,M,Y,PLC00006906
A00003810,Christopher Harris,31401,GA,Savannah,713 East 32nd Street,,28,Y,HI,L,Y,PLC00009791
A00003784,Sandra Gillum,6040,CT,Manchester,22 Star Farms Drive,,51,Y,MI,L,Y,PLC00007324
A00009989,William Prada,21061,MD,Glen Burnie,268 Glengary Garth,,35,N,HI,L,Y,PLC00000633
A00006586,Gordon Rogalski,6042,CT,Manchester,46 Apel Place,,29,Y,HI,M,N,PLC00005002
A00007678,Jeffrey Vineyard,33614,FL,Tampa,9119 Whispering Willow Way,,64,Y,MI,M,N,PLC00001303
A00000669,Ray Kelly,32413,FL,Panama City,7047 Vinson Road,,56,Y,LI,M,Y,PLC00008909
A00007737,Karen Edson,94536,CA,Fremont,4444 Central Avenue,#APT 305,38,Y,LI,L,Y,PLC00004905
A00002387,Patricia Smith,37205,TN,Nashville,883 Rodney Drive,,49,Y,MI,L,Y,PLC00004581
A00009380,Louis Griffin,6042,CT,Manchester,249 Progress Drive,,54,Y,MI,M,N,PLC00002321
A00004825,Odessa Deleon,72701,AR,Fayetteville,3365 South Cato Springs Road,,53,Y,LI,M,N,PLC00009180
A00000524,Heather Ransom,32405,FL,Panama City,539 Palermo Road,,27,Y,HI,M,Y,PLC00005992
A00009726,Gayle Champagne,5855,VT,Newport,4486 U.S. 5,,25,Y,MI,M,N,PLC00009235
A00002782,Richard Segura,31419,GA,Savannah,800 Quacco Road,#3,57,Y,MI,H,Y,PLC00007680
A00001305,Norman Vasta,21037,MD,Edgewater,1404 James Way,,64,Y,MI,M,N,PLC00004349
A00008997,Winston White,99567,AK,Anchorage,22424 Birchwood Loop Road,,31,Y,MI,M,Y,PLC00006489
A00006710,Hazel Young,80002,CO,Arvada,5644 Kipling Parkway,#108,32,Y,MI,H,Y,PLC00006317
A00003443,Jim Mcleod,36104,AL,Montgomery,1622 Edgar D Nixon Avenue,,42,Y,MI,M,N,PLC00002300
A00002523,Anita Hamel,80003,CO,Arvada,5650 West 60th Avenue,A,51,Y,MI,H,N,PLC00002987
A00004723,Archie Wolfe,99517,AK,Anchorage,3302 Woodland Park Drive,#APT 000001,46,Y,MI,L,Y,PLC00008221
A00008330,Rosemary Whitaker,32404,FL,Panama City,235 Hugh Thomas Drive,,50,Y,MI,M,N,PLC00002110
A00002897,Alfred Brigham,6042,CT,Manchester,104 Greenwood Drive,,26,Y,HI,M,N,PLC00002665
A00002402,James Smith,72701,AR,Fayetteville,376 North Williams Drive,,63,Y,HI,L,Y,PLC00008807
A00009164,Bessie Larson,94566,CA,Pleasanton,29 Vista Flores,,46,Y,HI,L,Y,PLC00005800
A00007195,Jerome Yager,73003,OK,Edmond,1713 Apian Way,,56,Y,HI,M,Y,PLC00003544
A00001626,Bob Martinez,93311,CA,Bakersfield,10826 Pointe Royal Drive,,41,Y,HI,M,Y,PLC00002716
A00002616,Larry Mclean,94538,CA,Fremont,39247 Sundale Drive,,39,Y,MI,H,Y,PLC00009079
A00008003,William Pita,5701,VT,Rutland,8 Elmwood Drive,,60,Y,MI,M,Y,PLC00000426
A00004736,Derek Rucker,72701,AR,Fayetteville,201 North Locust Avenue,B,49,Y,HI,M,Y,PLC00005133
A00001043,Joan Smith,32907,FL,Palm Bay,467 Biscayne Avenue Northwest,,37,Y,HI,H,Y,PLC00007711
A00006738,Shannon Ogburn,99508,AK,Anchorage,2631 Northrup Place,,27,Y,LI,M,N,PLC00003717
A00008364,William Carrillo,36109,AL,Montgomery,3414 Vance Lane,,30,Y,HI,M,N,PLC00009007
A00007892,Eric Stevenson,94610,CA,Oakland,281 MacArthur Boulevard,,64,Y,MI,M,Y,PLC00007353
A00004217,Mary Colbert,40211,KY,Louisville,649 South 41st Street,,33,Y,MI,H,Y,PLC00006345
A00005952,Patricia Chouinard,20016,DC,Washington,4812 Alton Place Northwest,,36,N,LI,M,N,PLC00004270
A00006597,Mary Larkin,5735,VT,Castleton,175 Creek Road,,52,Y,MI,M,Y,PLC00008509
A00002905,Veronica Logie,85306,AZ,Glendale,6407 West Monte Cristo Avenue,,46,Y,LI,M,Y,PLC00009618
A00003843,Fern Carleton,5046,VT,Groton,5 Little Deer Road,,28,Y,MI,L,Y,PLC00008490
A00008992,Robin Dixon,85306,AZ,Glendale,5434 West Beck Lane,,55,Y,HI,H,Y,PLC00000856
A00009879,Walter Edmunds,72701,AR,Fayetteville,1 North School Avenue,#1010,45,Y,MI,L,Y,PLC00000855
A00004892,Sirena Gregory,85301,AZ,Glendale,4602 West Luke Avenue,,44,Y,LI,L,Y,PLC00003935
A00003886,Minnie Moretz,37072,TN,Goodlettsville,402 Carlton Place,,27,Y,MI,H,N,PLC00002583
A00003455,James Glass,73108,OK,Oklahoma City,3821 Southwest 25th Street,,40,Y,HI,L,Y,PLC00003054
A00008387,Martin Gamboa,94501,CA,Alameda,11 Eclipse Court,,48,Y,HI,M,N,PLC00006531
A00000221,Laura Herbert,1104,MA,Springfield,107 West Canton Circle,,47,Y,LI,L,Y,PLC00006740
A00009322,Mary Patrick,36117,AL,Montgomery,5680 Eddins Road,,43,Y,MI,L,Y,PLC00008432
A00007186,Christopher Beach,73114,OK,Oklahoma City,1001 Northwest 104th Street,,64,Y,MI,M,Y,PLC00008892
A00006546,Jerry Adkins,80002,CO,Arvada,5581 Nolan Street,,49,Y,MI,L,Y,PLC00007165
A00007736,Dale Wilson,37217,TN,Nashville,615 Long Hunter Court,,53,Y,LI,L,Y,PLC00004779
A00001686,Lavern Sanders,5156,VT,,178 Connecticut River Road,,32,Y,LI,M,Y,PLC00001160
A00005890,Nicole Dewar,85340,AZ,Litchfield Park,13417 West Marlette Court,,40,Y,LI,M,Y,PLC00003124
A00005132,James Marsh,1902,MA,Lynn,172 Chestnut Street,,45,Y,LI,M,Y,PLC00005942
A00006543,Walter Laughary,80002,CO,Arvada,8506 West 54th Avenue,#205,32,Y,MI,M,N,PLC00009645
A00006664,Fern Cook,1331,MA,Athol,39 Cottage Street,,37,Y,MI,M,Y,PLC00006744
A00002094,Jaime Harden,32404,FL,Panama City,121 Alpine Way,,62,Y,LI,L,Y,PLC00006853
A00006727,Beth Sanchez,85201,AZ,Mesa,130 West Brown Road,,32,Y,HI,M,Y,PLC00005237
A00007949,Raquel Richardson,85301,AZ,Glendale,7131 North 67th Avenue,#5,62,Y,LI,M,N,PLC00003640
A00005854,Jessica Bourque,80003,CO,Arvada,5073 West 65th Place,,54,Y,HI,M,N,PLC00003925
A00008242,Dana Gooding,21061,MD,Glen Burnie,1828 Ridgewick Road,,40,N,LI,M,Y,PLC00008694
A00005401,Clarine Claycomb,21144,MD,Severn,8423 Pioneer Drive,,41,N,LI,L,Y,PLC00008853
A00005300,Steven Schneider,36117,AL,Montgomery,100 Lake Forest Drive,,48,Y,MI,H,N,PLC00008671
A00003084,Gail Valle,2635,MA,Barnstable,10 Bramblebush Drive,,49,Y,LI,L,Y,PLC00000269
A00002185,Jeffrey Flores,5679,VT,Williamstown,1309 Graniteville Road,,30,Y,MI,H,Y,PLC00002906
A00007455,Janice Johnson,32456,FL,Mexico Beach,3114 US Highway 98,,57,Y,MI,L,Y,PLC00008047
A00005721,Joel Pace,99577,AK,Anchorage,20443 Granite Park Circle,,28,N,HI,L,N,PLC00001666
A00000616,Lisa Jackson,6040,CT,Manchester,82 Queen Court,,25,Y,MI,L,Y,PLC00005007
A00007193,Stephanie Witherspoon,6040,CT,Manchester,39 Tania Drive,,43,Y,MI,H,Y,PLC00002307
A00005517,Ileana Perry,72701,AR,Fayetteville,1666 South Summer Rose Avenue,,64,Y,MI,H,Y,PLC00006713
A00009651,Federico Lee,31404,GA,Savannah,2209 Florida Avenue,,47,Y,LI,L,Y,PLC00004290
A00000022,Virginia Kepler,5753,VT,,388 East Main Street,,43,Y,LI,M,N,PLC00004673
A00007377,Carmela Diaz,37207,TN,Nashville,361 Parmley Lane,,28,N,HI,L,Y,PLC00003776
A00008666,Edward Hernandez,73110,OK,Midwest City,319 West Silverwood Drive,,51,Y,MI,L,Y,PLC00005961
A00009937,Ella Howard,85355,AZ,Waddell,10304 North 179th Drive,,56,Y,LI,M,Y,PLC00005219
A00004956,Fred Smith,72701,AR,Fayetteville,16572 East Wyman Road,,25,Y,LI,M,Y,PLC00001141
A00005644,Crystal Duffy,80005,CO,Arvada,9106 Ellis Way,,53,Y,HI,M,N,PLC00004470
A00002028,Chris Deleon,94609,CA,Oakland,725 65th Street,,53,Y,LI,M,Y,PLC00003853
A00004596,Christine Wilson,20012,DC,Washington,6419 8th Street Northwest,,62,Y,MI,M,Y,PLC00006080
A00007090,Rachel Carpenter,37138,TN,Nashville,1403 Robinson Road,,33,N,LI,L,N,PLC00002095
A00004763,Richard Bentley,73401,OK,Ardmore,420 D Street Northwest,,36,Y,HI,M,Y,PLC00000153
A00003188,David Tremblay,32401,FL,Panama City,1429 Harrison Avenue,,36,Y,MI,L,Y,PLC00007707
A00008957,Timmy Frank,94578,CA,San Leandro,1772 150th Avenue,,35,Y,LI,L,Y,PLC00005223
A00007599,Robert Nelson,85308,AZ,Glendale,6451 West Bell Road,#1144,39,Y,HI,M,Y,PLC00009748
A00006577,Terry Brookhouse,21409,MD,Annapolis,1433 Bretton View Road,,56,Y,LI,M,Y,PLC00006445
A00008166,Terri Burns,5442,VT,Belvidere,3415 Bog Road,,42,Y,HI,M,Y,PLC00001535
A00009625,Laura Scott,85308,AZ,Glendale,6366 West Aurora Drive,,43,Y,LI,M,Y,PLC00002487
A00001889,Crystal Brumback,21122,MD,Pasadena,8351 Forest Drive,,25,Y,LI,H,Y,PLC00005436
A00007328,Robin Strong,37203,TN,Nashville,3180 Parthenon Avenue,#110,38,N,LI,M,Y,PLC00006452
A00000807,Gerry Bridgman,6040,CT,Manchester,28 Garden Drive,B,58,Y,MI,M,Y,PLC00003815
A00005846,Sandra Turner,93446,CA,Paso Robles,328 17th Street,,32,Y,MI,L,N,PLC00005940
A00005410,Jesse Macek,36111,AL,Montgomery,3466 Southview Avenue,,64,Y,LI,L,Y,PLC00001716
A00001308,Alejandro Myers,21122,MD,Pasadena,8188 Poinsett Terrace,,39,Y,HI,L,Y,PLC00001195
A00008578,Nicole Rech,6040,CT,Manchester,67 Steeplechase Drive,,31,Y,LI,L,Y,PLC00007082
A00001890,Patricia Stephens,32951,FL,Melbourne Beach,3035 South Highway A1A,#3B,51,Y,HI,L,Y,PLC00004165
A00009868,Mary Henderson,73112,OK,Oklahoma City,4408 Northwest 55th Street,,44,Y,LI,H,N,PLC00003364
A00006725,Randall Bakken,21012,MD,Arnold,982 Stonington Drive,,55,Y,LI,L,Y,PLC00002717
A00003196,Joyce Perry,5641,VT,Barre,110 Elmwood Avenue,,63,Y,LI,M,N,PLC00006972
A00002516,Darryl Lehmann,36105,AL,Montgomery,3354 Wilmington Road,,61,Y,HI,L,N,PLC00006611
A00005731,Alice Lige,1201,MA,Pittsfield,25 Church Street,A,61,Y,HI,M,Y,PLC00000121
A00009399,Jessie Keller,94544,CA,Hayward,918 Cheryl Ann Circle,,60,Y,LI,M,N,PLC00002856
A00000564,Andrew Morgan,94544,CA,Hayward,826 Webster Street,,33,Y,MI,L,Y,PLC00000029
A00001839,Donnie Bush,37210,TN,Nashville,95 Claiborne Street,,39,Y,LI,L,Y,PLC00007383
A00007510,Elaine Plumlee,5753,VT,,388 East Main Street,,56,Y,HI,L,Y,PLC00004429
A00007194,David Locker,72703,AR,Fayetteville,2027 North Shannon Drive,#5,57,Y,MI,L,Y,PLC00003004
A00009210,Mae Perales,73160,OK,Moore,1709 Queensbury Road,,34,Y,MI,L,Y,PLC00001838
A00009086,Verna Stone,37210,TN,Nashville,302 Elberta Street,,58,Y,HI,H,Y,PLC00008189
A00008962,Jane Baggett,32413,FL,Panama City,124 Crane Street,,39,Y,LI,L,Y,PLC00006052
A00002989,Rena Clark,73013,OK,Edmond,16205 Wind Crest Way,,57,N,MI,L,Y,PLC00009040
A00009425,Sandra Sanders,99516,AK,Anchorage,16244 Seville Park Circle,,26,Y,LI,L,Y,PLC00006825
A00006390,Alina Messina,31322,GA,Pooler,1915 Dean Forest Road,,26,Y,MI,L,Y,PLC00007166
A00007382,Margaret Rhodes,85304,AZ,Glendale,6116 West Charter Oak Road,,38,Y,MI,L,N,PLC00009374
A00005659,Linda Landaker,20016,DC,Washington,4401 Burlington Place Northwest,,37,Y,MI,L,Y,PLC00004733
A00001256,Michael Volo,94536,CA,Fremont,36043 Soapberry Commons,,36,Y,HI,M,Y,PLC00002784
A00006907,Ray Hill,80004,CO,Arvada,8398 West 62nd Place,,29,Y,MI,L,Y,PLC00003839
A00000383,Albert Chilton,99611,AK,Kenai,36528 Short Circle,,51,Y,HI,L,Y,PLC00007789
A00007092,Lucius Contreras,32401,FL,Panama City,234 East Beach Drive,,47,Y,LI,M,Y,PLC00000362
A00007533,Juana Moran,99577,AK,Anchorage,17361 Baronoff Avenue,,40,Y,HI,L,N,PLC00007460
A00005474,Jason Scott,40299,KY,Jeffersontown,9209 Eupora Court,,52,Y,HI,L,Y,PLC00004647
A00005167,Rebekah Goering,5660,VT,Moretown,55 Sunrise Avenue,,55,Y,LI,M,Y,PLC00007395
A00000578,John Harper,20011,DC,Washington,705 Upshur Street Northwest,,47,Y,LI,M,Y,PLC00007054
A00007976,Joseph Harper,1876,MA,Tewksbury,57 Birdie Lane,,55,Y,LI,H,Y,PLC00003812
A00005238,Alice Carroll,73160,OK,Moore,612 Penn Lane,,55,Y,MI,M,Y,PLC00007884
A00002668,Judith Martinez,20373,DC,Washington,2713 Mitscher Road,,32,Y,LI,H,Y,PLC00001981
A00000805,Erasmo Plack,36106,AL,Montgomery,1744 Shoreham Drive,,46,Y,HI,L,N,PLC00000900
A00003360,Gladys Elzey,31406,GA,Savannah,6 Little Country Place,,33,Y,LI,H,Y,PLC00001124
A00007298,Jason Beckers,85303,AZ,Glendale,7772 West Palmaire Avenue,,46,Y,MI,L,N,PLC00002244
A00005875,Evelyn Schroeder,40214,KY,Louisville,32 Royal Drive,,27,Y,HI,L,Y,PLC00004518
A00004473,Thomas Williams,32405,FL,Panama City,4604 West 19th Court,,36,Y,HI,M,Y,PLC00001089
A00002168,Deborah Wilson,37027,TN,Brentwood,716 Waller Road,,51,N,LI,M,Y,PLC00005944
A00007322,Vincent Griffin,20020,DC,Washington,2812 Jasper Street Southeast,,64,Y,MI,H,N,PLC00003725
A00005057,Morgan Courter,36116,AL,Montgomery,5685 Express Drive,,63,Y,MI,L,Y,PLC00005327
A00008506,Lyle Brown,72703,AR,Fayetteville,2100 North Leverett Avenue,#112J,36,Y,LI,M,N,PLC00007573
A00006332,Karen Ronin,72704,AR,Fayetteville,467 North Mountain Ranch Road,,43,Y,MI,H,Y,PLC00000070
A00001990,Christopher Sheppard,20009,DC,Washington,1600 20th Street Northwest,,42,Y,HI,M,Y,PLC00001257
A00006639,Karen Maddox,40059,KY,Prospect,9506 Civic Way,#203,47,Y,LI,L,N,PLC00007481
A00009786,Rita Barnes,37218,TN,Nashville,3714 John Mallette Drive,,46,Y,HI,L,Y,PLC00008907
A00000291,Evelyn Robinson,31322,GA,Pooler,218 Durham Park Way,,52,N,HI,M,Y,PLC00000669
A00002224,Katherine Mushtaq,99517,AK,Anchorage,3784 Milky Way Drive,,42,Y,HI,M,Y,PLC00008805
A00001881,Tina Steward,20018,DC,Washington,3708 Fort Lincoln Drive Northeast,,27,Y,LI,H,Y,PLC00002801
A00001445,Michael Hagen,21037,MD,Edgewater,3 Carvel Circle,,26,Y,LI,L,Y,PLC00005648
A00000086,Mildred Carey,31419,GA,Savannah,10 Dalry Lane,,61,Y,LI,L,Y,PLC00000707
A00009196,William Soloveichik,36117,AL,Montgomery,912 Countryside Lane,,64,Y,MI,M,Y,PLC00006802
A00009722,Ronald Murray,20017,DC,Washington,1303 Kearny Street Northeast,,43,Y,LI,M,Y,PLC00002818
A00007936,Israel Rumberger,85301,AZ,Glendale,6123 West Marlette Avenue,,37,Y,MI,M,N,PLC00003242
A00007331,Sylvia Britton,37211,TN,Nashville,1995 Nolensville Pike,,37,Y,MI,M,Y,PLC00004116
A00007358,Brian Lane,21037,MD,Edgewater,720 South River Landing Road,,34,Y,LI,L,Y,PLC00009250
A00006584,Denny Harvey,20010,DC,Washington,3728 9th Street Northwest,,57,Y,LI,H,Y,PLC00009342
A00009754,Ron Loop,73160,OK,Moore,612 Penn Lane,,42,Y,LI,H,Y,PLC00000215
A00004428,Troy Fillmore,94580,CA,San Lorenzo,90 Via Verde,,41,Y,LI,L,Y,PLC00005751
A00000232,Robert Swoope,31406,GA,Savannah,344 Island Road,,42,Y,HI,M,N,PLC00001685
A00002138,Earl Ben,1890,MA,Winchester,8 Chestnut Street,,61,Y,MI,L,Y,PLC00000631
A00004326,Renee Helmes,1603,MA,Worcester,20 Hacker Street,#3,58,Y,LI,M,Y,PLC00002474
A00007263,Jon Austin,36116,AL,Montgomery,2306 Edinburgh Drive,,59,Y,MI,L,Y,PLC00008297
A00005785,Glenn Peters,80002,CO,Arvada,5055 West 58th Avenue,,52,Y,HI,L,N,PLC00006380
A00004667,David Beaudette,37218,TN,Nashville,3616 Echo Lane,,26,Y,MI,M,Y,PLC00004891
A00007224,Terri Daquino,85306,AZ,Glendale,6407 West Monte Cristo Avenue,,57,Y,LI,M,Y,PLC00009669
A00001950,Ramona Carrion,37217,TN,Nashville,306 Rural Hill Court,,46,Y,MI,M,Y,PLC00001110
A00003023,Wendy Brown,99501,AK,Anchorage,108 East 11th Avenue,#APT 000002,60,Y,MI,L,Y,PLC00003378
A00000645,Margaret Felt,80002,CO,Arvada,11941 West 58th Avenue,,48,Y,LI,H,Y,PLC00005572
A00007584,Isabelle Johnson,72701,AR,Fayetteville,9 South Pinyon Point,,64,Y,MI,L,N,PLC00000679
A00002967,Jennifer Reed,80002,CO,Arvada,5614 Kipling Parkway,#404,25,Y,MI,L,N,PLC00008223
A00004244,Ben King,80004,CO,Arvada,7650 West 68th Avenue,#315,27,Y,MI,H,Y,PLC00002942
A00004532,Mindy Eaton,21114,MD,Crofton,1428 Flatwood Court,,28,Y,LI,L,Y,PLC00009560
A00004501,Genevieve Taylor,31404,GA,Savannah,88 Pine Valley Road,,41,Y,HI,L,Y,PLC00004699
A00002000,Martha Sanders,37206,TN,Nashville,1217 Greenwood Court,,47,Y,MI,M,Y,PLC00007498
A00001930,Ashley Simpson,37204,TN,Nashville,921 Woodmont Boulevard,,52,Y,LI,L,Y,PLC00002774
A00002746,Gary Perry,40210,KY,Louisville,2021 West Burnett Avenue,,30,Y,MI,M,Y,PLC00008791
A00003737,Alison Calvert,37207,TN,Nashville,700 Revels Drive,,49,Y,MI,H,N,PLC00007321
A00004676,Judy Lindsey,20007,DC,Washington,3014 R Street Northwest,,48,Y,LI,L,Y,PLC00007938
A00000419,Nicole Ramsey,73069,OK,Norman,2617 Truffula Circle,,52,Y,MI,M,Y,PLC00002877
A00009807,David Criswell,32413,FL,Panama City Beach,14854 Bay View Circle,,58,Y,MI,L,Y,PLC00000005
A00005580,Dorthy Stacey,94611,CA,Oakland,31 Yosemite Avenue,,41,Y,HI,M,Y,PLC00000422
A00000186,Trista Spell,20018,DC,Washington,3194 Bladensburg Road Northeast,,31,Y,MI,M,Y,PLC00007484
A00003667,Michael Licata,5401,VT,Burlington,109 Summit Street,,56,Y,MI,M,Y,PLC00006628
A00009664,Jenny Meyers,31408,GA,Savannah,151 Main Street,,44,Y,LI,L,Y,PLC00006732
A00008103,Edward Mascarenas,32413,FL,Panama City Beach,301 Argonaut Street,,27,Y,HI,H,Y,PLC00004495
A00006081,Margaret Valdez,99515,AK,Anchorage,410 West 89th Avenue,,60,Y,MI,L,Y,PLC00006604
A00004848,Ervin Hightower,20011,DC,Washington,643 Farragut Street Northwest,,37,Y,MI,M,Y,PLC00002351
A00008165,Veronica Askew,40223,KY,Louisville,908 Lodge Hill Road,,29,Y,HI,M,Y,PLC00009249
A00000357,Carrie Lachley,85205,AZ,Mesa,1865 North Higley Road,,44,Y,HI,M,Y,PLC00005150
A00008224,Marcus Caballero,20002,DC,Washington,905 C Street Northeast,,61,Y,MI,L,Y,PLC00007847
